 Latitude (deg), Longitude (deg), Altitude (km), GEO_x (km), GEO_y (km), GEO_z (km), GEO_vx (km/s), GEO_vy (km/s), GEO_vz (km/s),seu,Date,"Scalar B, nT",Lat. Angle of B (GSE),Long. Angle of B (GSE),"BX, nT (GSE, GSM)","BY, nT (GSE)","BZ, nT (GSE)","BY, nT (GSM)","BZ, nT (GSM)","SW Plasma Temperature, K","SW Plasma Speed, km/s",SW Plasma flow long. angle,SW Plasma flow lat. angle,Flow pressure,E elecrtric field,Plasma betta,Kp index,R (Sunspot No.),f10.7_index,Lyman_alpha,Proton flux (>30 Mev),Proton flux (>60 Mev),Flux FLAG
-22.794,12.859,404.21,6098.763,1392.176,-2612.275,-2.850234,0.254849,-7.273737,0,1553731200.0,8.3,6.8,332.6,5.5,-2.8,0.7,-2.8,-0.3,106785.0,432.0,0.3,-0.1,2.49,0.13,1.26,23,0,68.1,0.005907,0.18,0.13,-1
-0.537,161.344,1261.01,-7237.425,2443.595,-71.21,-0.084735,-0.540724,6.904224,0,1553904000.0,3.5,9.5,339.2,2.9,-1.1,0.5,-1.1,0.0,44381.0,391.0,1.7,-1.7,0.97,-0.01,2.23,7,0,69.2,0.005938000000000001,0.18,0.13,-1
-79.797,-36.431,1042.89,1060.62,-782.857,-7281.963,6.470497,3.002182,0.1775,0,1554076800.0,4.3,-19.8,317.0,1.2,-1.1,-0.6,-0.9,-1.0,70735.0,392.0,-0.0,-0.1,1.54,0.4,2.59,17,14,69.2,0.005913,0.18,0.13,-1
-63.662,-11.274,1213.24,3310.522,-659.95,-6780.4,6.346165,1.01397,2.685847,0,1554249600.0,5.7,-17.9,300.1,1.8,-3.2,-1.2,-2.6,-2.3,80720.0,389.0,-0.1,0.0,1.86,0.91,2.17,23,19,70.6,0.005981,0.18,0.13,-1
-1.171,52.582,416.19,4127.548,5395.1,-138.022,-0.4863,0.578444,-7.76676,0,1554422400.0,5.5,-1.1,314.5,3.0,-3.0,-0.1,-2.8,-1.1,138005.0,491.0,0.4,-2.4,1.41,0.55,1.29,27,5,71.8,0.005936,0.18,0.13,-1
-29.732,17.854,1281.65,6335.432,2040.721,-3780.214,2.896007,1.744751,6.018474,0,1554595200.0,3.4,-17.0,293.0,0.7,-1.7,-0.6,-1.3,-1.1,42482.0,400.0,-2.1,-0.5,0.85,0.43,1.88,10,11,76.6,0.006000999999999999,0.18,0.14,-1
-19.444,174.595,598.99,-6552.178,619.987,-2309.123,1.972379,-0.982494,-7.277857,0,1554768000.0,5.2,-2.4,300.1,1.9,-3.3,-0.2,-3.1,-1.4,64878.0,410.0,-1.9,-0.6,1.87,0.57,1.97,23,12,79.3,0.0061719999999999995,0.19,0.14,-1
-5.92,-25.143,530.72,6221.106,-2919.858,-708.148,-0.011717,0.797916,-7.636549,0,1554940800.0,3.8,4.7,336.0,2.4,-1.1,0.2,-1.1,-0.3,65792.0,420.0,-0.4,1.1,1.07,0.13,1.99,17,12,78.9,0.006185,0.18,0.13,-1
-67.474,31.532,1300.56,2513.377,1542.109,-7070.196,3.655486,5.323303,2.368742,0,1555113600.0,3.2,-2.3,277.7,0.1,-0.9,-0.0,-0.8,-0.4,67448.0,417.0,1.1,-1.4,1.33,0.16,4.17,17,16,78.3,0.006122,0.18,0.13,-1
23.812,-85.587,425.26,479.119,-6209.002,2730.912,1.150942,-3.336014,-6.948078,0,1555286400.0,5.0,-7.5,277.9,0.3,-2.4,-0.3,-2.0,-1.3,38484.0,340.0,-0.3,-1.8,2.38,0.42,3.63,17,12,75.9,0.0060539999999999995,0.18,0.13,-1
-47.542,-66.06,1255.48,2094.231,-4716.932,-5608.914,3.116656,-3.948858,4.760232,0,1555459200.0,2.8,-3.0,333.2,1.4,-0.7,-0.1,-0.6,-0.3,36294.0,341.0,-0.0,-1.4,1.07,0.11,5.82,7,16,76.7,0.006146,0.18,0.13,-1
72.087,-114.349,331.83,-853.357,-1885.687,6362.418,0.853597,-7.561468,-2.104238,0,1555632000.0,4.4,3.6,101.2,-0.4,2.1,0.1,1.9,0.8,28946.0,324.0,-0.3,-1.1,1.8,-0.26,6.47,10,24,73.3,0.006038,0.18,0.13,-1
17.225,112.736,693.4,-2611.173,6231.158,2081.991,0.345256,-2.756016,6.97036,0,1555804800.0,5.3,-8.8,136.7,-2.7,2.5,-0.6,2.5,0.4,55368.0,335.0,-0.4,-1.3,1.35,-0.15,1.83,7,5,69.9,0.0059689999999999995,0.18,0.13,-1
-76.048,10.848,1303.53,1823.772,349.48,-7433.091,4.210088,5.260897,1.362008,0,1555977600.0,5.5,-28.9,102.0,-0.2,1.1,-0.6,1.3,-0.5,52654.0,364.0,-1.4,1.2,1.86,0.19,2.0,13,0,69.6,0.006152,0.18,0.13,-1
-77.607,-36.927,1296.39,1320.169,-992.169,-7473.861,6.684626,1.167889,1.141611,0,1556150400.0,5.5,4.7,343.5,4.4,-1.3,0.4,-1.4,-0.0,62799.0,397.0,1.3,0.3,1.99,0.02,2.0,13,0,68.4,0.00615,0.18,0.14,-1
20.196,-130.462,683.88,-4302.664,-5044.461,2424.228,-1.374316,-2.812698,-6.829947,0,1556323200.0,4.6,-16.0,290.4,0.7,-2.0,-0.6,-1.7,-1.3,39825.0,362.0,-1.1,-0.3,1.38,0.46,2.35,13,0,67.8,0.00617,0.18,0.14,-1
-80.654,-121.807,1280.92,-657.364,-1059.912,-7535.73,4.644086,-5.076,0.474249,0,1556496000.0,3.7,-8.8,316.7,1.9,-1.8,-0.4,-1.6,-1.0,47226.0,362.0,-0.1,-0.7,1.25,0.35,3.05,10,0,67.9,0.0061070000000000004,0.18,0.13,-1
80.797,178.917,355.48,-1080.061,20.416,6625.298,1.53879,-7.703825,0.438813,0,1556668800.0,6.0,-13.0,309.8,2.4,-2.9,-0.9,-2.4,-1.7,81242.0,367.0,-2.2,-0.1,1.92,0.65,2.22,20,0,68.7,0.0061719999999999995,0.18,0.13,-1
-77.658,70.934,1276.2,535.857,1550.474,-7455.589,-6.244702,-2.81005,-0.855671,0,1556841600.0,6.7,-0.8,318.1,4.2,-3.7,-0.1,-3.6,-1.2,64797.0,417.0,1.2,-2.0,1.52,0.52,0.98,17,0,70.9,0.005935,0.18,0.13,-1
-42.511,96.196,1284.66,-610.391,5622.768,-5155.712,-0.575946,-4.594298,-5.112608,0,1557014400.0,3.4,15.2,308.5,1.2,-1.5,0.5,-1.6,0.0,55223.0,427.0,-0.6,-0.6,0.77,-0.01,1.66,7,12,74.7,0.0059960000000000005,0.18,0.13,-1
-53.462,-50.795,913.12,2749.046,-3370.098,-5834.987,4.647362,-3.153291,4.616796,0,1557187200.0,3.5,0.6,342.2,2.5,-0.8,0.0,-0.8,-0.2,38253.0,351.0,0.1,-0.7,1.38,0.08,5.81,10,26,80.1,0.006132,0.18,0.13,-1
-37.552,-43.013,1290.45,4450.04,-4151.622,-4652.659,-2.353369,3.470533,-5.470622,0,1557360000.0,4.1,-11.1,317.9,1.4,-1.3,-0.4,-1.1,-0.6,55506.0,349.0,0.0,0.3,2.27,0.21,9.82,17,26,77.7,0.006143,0.17,0.12,-1
-23.394,25.066,565.58,5775.524,2701.27,-2741.371,1.976794,1.861211,7.140751,0,1557532800.0,9.7,-60.0,343.4,3.2,-1.0,-5.8,0.5,-6.0,22291.0,353.0,0.5,-1.2,1.72,2.11,0.55,37,27,79.5,0.006161,0.15,0.11,-1
-59.586,88.743,1240.8,84.762,3864.171,-6547.335,-2.013422,-5.822465,-3.190744,0,1557705600.0,7.0,-14.6,349.4,4.0,-0.8,-1.1,-0.6,-1.0,91031.0,343.0,-0.7,-0.9,1.47,0.33,1.61,13,24,76.2,0.006082,0.16,0.12,-1
-24.679,89.534,1290.23,56.715,6971.089,-3185.551,-0.716128,-2.824413,-6.248894,0,1557878400.0,8.3,73.3,351.9,1.8,-0.3,6.2,-1.7,6.1,19655.0,441.0,-0.8,-1.7,2.42,-2.67,0.67,13,18,75.6,0.006065,0.16,0.12,-1
3.416,20.353,1235.76,7125.933,2643.443,451.119,0.392547,0.72962,-6.900445,0,1558051200.0,4.9,21.6,49.1,2.4,2.7,1.4,2.2,2.0,39965.0,454.0,-0.8,-1.6,2.08,-0.92,1.58,10,13,73.8,0.005922,0.15,0.11,-1
57.562,-177.569,449.57,-3667.141,-155.677,5739.18,6.207109,-1.752182,4.322237,0,1558224000.0,4.7,-9.5,116.9,-1.6,3.3,-0.6,3.3,0.2,55539.0,374.0,-2.2,-0.8,1.16,-0.09,1.48,7,0,69.6,0.005867,0.17,0.12,-1
10.68,-169.15,1245.86,-7358.692,-1410.457,1405.164,-1.326697,-0.83603,-6.760224,0,1558396800.0,4.1,4.1,134.4,-2.4,2.4,0.2,2.3,0.7,57883.0,390.0,-0.8,1.0,0.95,-0.27,1.68,7,0,69.7,0.005827000000000001,0.17,0.13,-1
-12.939,126.013,1279.65,-4388.875,6037.807,-1705.296,0.474813,-1.636005,-6.693001,0,1558569600.0,4.7,-8.5,309.9,2.1,-2.5,-0.5,-2.2,-1.0,39856.0,342.0,-1.3,1.3,1.81,0.34,4.35,10,0,68.2,0.00581,0.18,0.13,-1
-74.914,-144.958,887.62,-1552.495,-1088.778,-6993.313,7.21395,-0.166088,-1.067463,0,1558742400.0,2.9,2.1,143.3,-0.9,0.7,0.0,0.7,0.0,26429.0,317.0,0.2,-2.4,1.74,-0.01,14.9,7,0,68.7,0.0058590000000000005,0.17,0.13,-1
36.292,-118.419,1211.56,-2914.266,-5385.465,4471.489,-1.227375,-4.204073,-5.422845,0,1558915200.0,9.8,8.9,274.5,0.6,-7.3,1.2,-7.7,0.1,32647.0,349.0,-0.4,-2.0,2.15,-0.01,1.02,20,0,69.3,0.005873,0.18,0.13,-1
39.248,67.197,491.68,2064.465,4910.359,4324.784,-2.83678,-3.691831,6.15637,0,1559088000.0,5.1,-14.2,308.7,1.9,-2.3,-0.8,-2.2,-1.1,145930.0,526.0,1.4,1.5,2.52,0.55,2.58,27,7,70.1,0.005889,0.18,0.13,-1
68.486,169.955,1088.47,-2702.965,478.784,6923.812,-6.571326,-1.731281,-2.018991,0,1559260800.0,2.7,-16.8,305.3,0.7,-1.0,-0.4,-0.9,-0.5,69149.0,432.0,-0.0,-0.8,0.93,0.22,2.96,7,0,70.6,0.00592,0.18,0.13,-1
28.433,-114.387,1281.75,-2783.027,-6138.794,3629.05,-0.677068,-3.313412,-6.017176,0,1559433600.0,2.9,-16.3,293.9,0.7,-1.5,-0.5,-1.4,-0.7,28887.0,318.0,-0.5,-2.3,1.0,0.22,4.57,7,0,71.9,0.006004,0.18,0.13,-1
40.08,75.618,1277.93,1456.773,5680.972,4907.609,0.136468,4.562313,-5.180331,0,1559606400.0,6.2,-62.9,232.8,-0.5,-0.6,-1.5,-0.3,-2.1,31451.0,331.0,-0.6,1.8,1.63,0.7,1.66,17,0,72.1,0.006075,0.18,0.13,-1
77.597,-26.171,1141.89,1453.549,-714.308,7322.666,6.573737,2.400281,-0.713631,0,1559779200.0,2.8,-8.2,316.6,1.6,-1.5,-0.3,-1.4,-0.4,26230.0,315.0,1.5,1.8,0.87,0.14,6.14,3,0,70.9,0.006122,0.18,0.13,-1
-74.363,-148.009,421.14,-1558.859,-973.751,-6525.551,-2.825477,-6.981212,2.008987,0,1559952000.0,8.1,-3.4,264.5,-0.5,-4.8,-0.3,-4.6,-0.9,54472.0,315.0,0.4,-1.0,3.69,0.34,2.79,27,0,70.5,0.006065999999999999,0.18,0.13,-1
31.514,-156.176,697.16,-5522.335,-2438.458,3679.051,3.53868,0.527122,6.589234,0,1560124800.0,3.0,5.5,280.1,0.3,-1.7,0.2,-1.7,-0.0,37369.0,348.0,-0.7,-0.8,0.89,0.0,3.17,3,0,71.0,0.0060539999999999995,0.19,0.14,-1
28.91,5.209,711.54,6184.899,563.872,3409.121,-3.209978,0.60675,6.73212,0,1560297600.0,4.7,6.6,104.3,-0.2,1.0,0.1,0.9,0.1,52250.0,325.0,-1.8,-4.4,1.88,-0.03,5.31,7,0,71.6,0.0060030000000000005,0.19,0.14,-1
77.526,51.491,1169.53,1017.819,1279.157,7347.638,-6.847866,-0.568035,1.370674,0,1560470400.0,4.4,1.9,119.4,-1.5,2.7,0.1,2.6,0.2,107284.0,453.0,1.2,0.5,2.29,-0.07,3.87,17,0,70.1,0.005922,0.17,0.12,-1
6.625,-130.43,633.04,-4516.717,-5301.467,803.948,0.786831,-0.148237,7.524816,0,1560643200.0,3.3,4.0,195.1,-2.4,-0.6,0.2,-0.6,0.3,58740.0,351.0,0.3,0.8,0.75,-0.09,3.02,7,0,68.0,0.00588,0.18,0.13,-1
25.99,114.221,848.51,-2666.491,5927.372,3149.856,0.380673,-2.832495,6.760283,0,1560816000.0,4.4,20.5,155.6,-2.4,1.1,1.0,1.1,1.3,31906.0,314.0,-1.6,0.5,1.3,-0.4,2.69,7,0,69.2,0.005867,0.18,0.13,-1
5.439,-86.127,712.76,476.767,-7043.046,668.09,0.655925,0.261164,7.449289,0,1560988800.0,6.1,11.8,293.1,2.0,-4.7,1.1,-4.8,0.4,43811.0,349.0,-0.2,-0.2,2.04,-0.12,2.13,17,0,69.9,0.0059039999999999995,0.18,0.13,-1
-15.928,-117.122,709.2,-3107.716,-6067.178,-1933.697,1.790308,1.890117,-7.018817,0,1561161600.0,3.1,-28.6,64.0,0.5,1.1,-0.7,1.1,-0.6,48424.0,381.0,0.7,-0.7,1.49,0.22,4.92,7,0,68.6,0.005911,0.19,0.14,-1
64.446,-148.804,1250.92,-2821.452,-1708.451,6859.897,-3.777281,-4.974876,-2.994294,0,1561334400.0,4.0,0.2,180.6,-2.0,-0.0,0.0,0.0,-0.1,37417.0,334.0,1.1,-1.3,1.57,0.04,3.82,10,11,70.2,0.005915999999999999,0.19,0.14,-1
-17.925,-59.75,666.33,3377.578,-5791.526,-2155.537,2.039882,-1.988361,6.971959,0,1561507200.0,4.3,-10.6,305.0,1.2,-1.7,-0.4,-1.8,-0.4,60191.0,380.0,0.5,1.8,1.39,0.16,2.46,13,7,70.3,0.005951,0.19,0.13,-1
-33.038,-179.029,606.52,-5859.775,-99.339,-3788.181,-4.446972,-1.077257,6.061391,0,1561680000.0,4.9,-3.0,301.3,2.2,-3.7,-0.2,-3.6,-0.1,35640.0,341.0,-2.1,-1.2,0.84,0.06,1.2,7,0,70.4,0.006006,0.18,0.13,-1
-47.229,5.144,540.87,4687.377,421.932,-5056.118,5.636293,1.949612,4.814099,0,1561852800.0,4.2,0.4,298.8,1.4,-2.6,0.0,-2.5,0.2,34779.0,315.0,-1.0,-1.2,1.12,-0.05,2.58,7,0,69.7,0.006056000000000001,0.18,0.13,-1
48.884,129.832,1004.97,-3114.971,3734.473,5539.177,-4.251387,2.962059,-4.964757,0,1562025600.0,4.1,-75.8,244.3,-0.3,-0.5,-2.4,-0.9,-2.1,28167.0,335.0,-0.2,0.6,1.64,0.72,3.45,13,0,69.5,0.006045,0.18,0.13,-1
34.233,-35.112,819.47,4872.36,-3425.905,4028.896,3.568961,-1.321896,-6.310115,0,1562198400.0,5.1,6.4,166.8,-3.1,0.7,0.4,0.7,0.2,32912.0,354.0,-1.5,-0.1,1.53,-0.06,2.35,10,0,69.9,0.006063000000000001,0.18,0.13,-1
74.484,-177.879,1111.51,-2007.461,-74.358,7194.614,-5.330675,-4.222686,-1.915781,0,1562371200.0,2.5,-13.9,333.5,1.7,-0.8,-0.5,-0.9,-0.3,30845.0,356.0,1.0,-2.0,1.36,0.12,7.05,7,0,68.8,0.006,0.18,0.13,-1
-53.751,98.346,342.52,-578.016,3939.952,-5396.641,-0.901512,-6.348172,-4.585813,0,1562544000.0,5.9,-5.5,260.8,-0.6,-4.0,-0.4,-4.1,0.1,21347.0,328.0,-0.6,-2.1,2.79,-0.08,1.87,17,5,68.7,0.005978,0.18,0.13,-1
-29.873,162.476,915.26,-6035.213,1905.661,-3614.061,-4.059189,0.378214,6.019629,0,1562716800.0,5.7,-3.3,138.6,-3.0,2.6,-0.2,2.5,-0.6,232027.0,598.0,1.5,1.3,2.82,0.39,1.9,27,0,70.1,0.005881,0.17,0.12,-1
79.635,-106.612,1124.05,-386.96,-1297,7358.045,6.848515,1.658805,0.282172,0,1562889600.0,4.9,3.8,138.8,-3.1,2.7,0.3,2.7,-0.2,63888.0,466.0,-2.0,-1.0,0.83,0.12,0.74,13,0,69.0,0.005887,0.18,0.13,-1
-79.806,-109.672,509.95,-411.614,-1151.381,-6757.642,7.553904,1.050256,-1.035331,0,1563062400.0,4.0,-2.4,176.0,-2.6,0.2,-0.1,0.2,-0.0,81046.0,440.0,-0.4,-0.5,1.82,0.01,3.12,13,0,69.4,0.005909,0.18,0.13,-1
-50.079,84.625,375.23,406.724,4322.862,-5156.187,-2.143063,-5.564919,-5.099717,0,1563235200.0,4.1,-11.2,139.4,-2.8,2.4,-0.7,2.2,-1.2,51719.0,404.0,0.1,2.2,1.42,0.47,2.26,13,0,69.5,0.005949,0.18,0.13,-1
21.997,134.953,442.43,-4470.1,4477.394,2539.803,-2.421144,1.204965,-7.287752,0,1563408000.0,4.0,11.1,143.6,-0.9,0.7,0.2,0.7,0.2,47617.0,383.0,1.1,1.0,1.31,-0.06,2.66,7,0,69.2,0.005866,0.18,0.13,-1
-29.741,99.414,344.18,-955.473,5762.731,-3316.203,-0.381593,-3.861783,-6.860468,0,1563580800.0,3.5,2.2,224.4,-2.1,-2.0,0.1,-2.0,0.6,11526.0,330.0,0.8,-0.1,1.18,-0.19,3.35,3,0,69.1,0.005874,0.19,0.13,-1
-8.105,-96.486,324.24,-749.626,-6593.373,-938.952,0.897207,1.00094,-7.789624,0,1563753600.0,6.0,13.5,323.5,1.4,-1.0,0.4,-1.0,0.6,55488.0,374.0,-0.3,-0.4,3.37,-0.22,4.49,17,8,69.5,0.005939,0.19,0.13,-1
-65.903,89.607,959.66,20.613,3003.068,-6675.598,-2.526411,6.348366,2.334325,0,1563926400.0,4.0,-11.8,284.3,0.6,-2.2,-0.5,-2.4,-0.1,46755.0,384.0,0.7,0.2,1.52,0.03,2.86,10,0,70.0,0.006006,0.19,0.14,-1
61.949,-4.723,989.14,3460.54,-285.937,6478.813,-6.048687,2.665606,2.830547,0,1564099200.0,3.5,7.3,275.7,0.3,-2.5,0.3,-2.4,0.8,25140.0,334.0,-1.5,-1.2,1.02,-0.28,2.87,3,0,69.8,0.005991,0.19,0.14,-1
78.542,12.043,779.63,1394.561,297.515,6993.341,-5.727979,4.67602,0.431883,0,1564272000.0,3.9,21.8,149.8,-1.1,0.6,0.5,0.8,0.3,36328.0,346.0,0.1,-2.3,2.45,-0.09,5.96,10,0,69.2,0.0060030000000000005,0.18,0.13,-1
7.09,83.44,1241.08,863.873,7511.77,935.194,-0.672006,-0.973791,6.842552,0,1564444800.0,5.0,-18.0,270.8,0.0,-1.2,-0.4,-1.3,-0.4,41790.0,360.0,-1.4,1.3,2.0,0.12,3.33,17,0,68.3,0.006017,0.18,0.13,-1
-75.068,159.692,852.63,-1752.143,648.426,-6964.582,3.69873,-6.003405,-2.00323,0,1564617600.0,3.5,-4.6,287.8,0.7,-2.2,-0.2,-2.2,0.4,109895.0,519.0,0.1,-1.3,1.58,-0.24,2.55,17,0,68.8,0.0062369999999999995,0.18,0.13,-1
79.284,-14.776,540.2,1247.605,-329.082,6775.941,5.541304,5.155043,-1.202661,0,1564790400.0,2.9,15.6,321.3,0.8,-0.6,0.3,-0.5,0.6,29631.0,371.0,0.1,-1.7,1.13,-0.22,3.66,3,0,67.7,0.005933,0.19,0.14,-1
43.004,-116.433,901.75,-2373.158,-4773.799,4942.834,3.388888,4.160085,4.923635,0,1564963200.0,8.6,2.1,135.5,-3.7,3.6,0.2,3.4,-1.2,280805.0,569.0,1.5,1.0,5.4,0.56,4.63,40,8,70.1,0.0059240000000000004,0.18,0.13,-1
-23.409,134.439,543.28,-4449.304,4537.329,-2734.228,1.212623,-2.457286,-7.156268,0,1565136000.0,4.0,-2.6,153.5,-3.1,1.5,-0.2,1.5,-0.6,98579.0,520.0,-0.8,-3.0,1.15,0.32,1.46,13,7,69.9,0.0058909999999999995,0.18,0.13,-1
-60.683,-63.169,1270.7,1694.048,-3349.099,-6646.08,4.386937,-4.335213,3.110452,0,1565308800.0,5.1,20.9,173.4,-3.5,0.4,1.3,0.8,1.2,198385.0,580.0,2.1,-1.4,2.47,-0.26,1.76,13,0,69.1,0.005973,0.18,0.13,-1
-37.539,-96.896,1284.72,-730.3,-6038.453,-4647.802,0.437797,-4.158037,5.485973,0,1565481600.0,3.7,-0.3,141.6,-1.4,1.1,-0.0,1.0,-0.3,69638.0,445.0,-0.3,-0.4,1.57,0.13,2.97,13,0,69.5,0.005966,0.18,0.13,-1
46.784,-178.515,674.25,-4835.306,-125.323,5116.711,5.735552,-1.230488,4.706173,0,1565654400.0,4.7,3.5,143.4,-2.6,1.9,0.2,1.9,-0.5,83500.0,457.0,1.0,-0.5,1.8,0.25,2.62,17,0,68.6,0.00588,0.18,0.13,-1
64.804,134.648,331.23,-2012.503,2037.365,6048.164,-6.631834,2.848872,-3.198856,0,1565827200.0,3.6,16.3,163.6,-2.6,0.8,0.8,0.9,0.4,78515.0,433.0,0.3,-1.1,1.35,-0.19,2.52,7,0,69.4,0.005917,0.18,0.13,-1
-56.883,-88.824,1073.63,83.761,-4078.648,-6218.01,1.642916,5.555408,-4.113163,0,1566000000.0,4.5,3.0,155.1,-2.6,1.2,0.2,1.1,-0.2,43952.0,355.0,-1.3,-1.5,1.71,0.08,3.03,10,0,69.7,0.0058969999999999995,0.18,0.13,-1
-17.355,39.391,766.99,5271.997,4329.09,-2119.16,-1.780868,-0.516861,-7.189419,0,1566172800.0,3.0,14.1,262.6,-0.1,-1.1,0.3,-0.9,0.6,27614.0,357.0,-1.5,0.3,1.79,-0.22,8.48,7,0,69.3,0.005953,0.18,0.14,-1
64.947,-145.686,340.26,-2355.979,-1608.006,6063.45,-4.02941,-6.054803,-3.045078,0,1566345600.0,3.0,-0.1,336.2,2.1,-0.9,-0.0,-0.8,0.2,21153.0,355.0,0.9,-1.5,1.96,-0.1,6.53,10,0,68.4,0.005991,0.19,0.14,-1
12.818,-160.915,714.85,-6537.04,-2261.759,1564.366,2.245585,0.029275,7.134672,0,1566518400.0,2.9,-8.6,156.8,-1.5,0.6,-0.2,0.5,-0.4,42020.0,367.0,1.4,-2.1,1.66,0.14,6.05,7,0,68.0,0.005989,0.19,0.13,-1
8.546,106.861,696.97,-2029.481,6696.223,1045.128,-0.194182,-1.728239,7.294344,0,1566691200.0,3.2,-51.0,280.4,0.2,-0.8,-1.0,-1.1,-0.8,20160.0,325.0,-0.2,-0.3,1.47,0.26,5.98,7,0,67.4,0.0059229999999999994,0.19,0.14,-1
-65.312,151.335,1237.44,-2797.438,1529.361,-6896.674,-6.244624,0.684506,2.948705,0,1566864000.0,6.4,-2.5,287.1,0.9,-2.8,-0.1,-2.7,0.9,123362.0,433.0,1.7,1.1,3.91,-0.37,3.05,23,0,67.5,0.005902,0.18,0.13,-1
62.069,103.112,427.5,-724.959,3112.333,5989.823,-3.843395,5.9701,-3.198643,0,1567036800.0,3.2,9.7,333.2,2.0,-1.0,0.4,-0.9,0.7,36483.0,374.0,-0.2,-1.0,1.53,-0.26,4.45,7,0,67.2,0.005929,0.19,0.14,-1
49.903,-38.535,519.98,3481.718,-2772.922,5253.632,5.670212,-2.524721,-4.534042,0,1567209600.0,7.0,-5.8,142.3,-3.5,2.7,-0.4,2.4,-1.4,289199.0,654.0,1.5,-0.3,4.14,0.9,1.84,47,0,67.7,0.005833,0.17,0.13,-1
57.006,150.793,520.07,-3286.009,1837.031,5762.455,-6.57735,1.442204,-3.705755,0,1567382400.0,4.1,10.2,117.4,-1.1,2.1,0.4,2.2,-0.4,190469.0,681.0,0.2,-1.9,2.14,0.26,1.96,33,14,70.0,0.005886,0.18,0.13,-1
-21.459,-136.826,1167.04,-5123.058,-4806.505,-2745.657,2.10141,1.038701,-6.612734,0,1567555200.0,4.4,7.0,136.2,-2.0,1.9,0.3,1.8,-0.4,112023.0,522.0,-1.4,-3.3,1.56,0.24,1.77,23,0,69.8,0.0059229999999999994,0.19,0.14,-1
-17.22,-40.428,623.07,5091.969,-4337.833,-2060.549,1.833572,-0.557756,7.330631,0,1567728000.0,5.0,5.7,160.1,-3.2,1.2,0.3,1.2,-0.2,117695.0,497.0,2.2,0.4,1.3,0.11,1.29,17,0,70.0,0.005921,0.19,0.14,-1
45.499,53.439,326.43,2803.849,3780.757,4759.234,-4.458486,-3.599907,5.439226,0,1567900800.0,4.5,-11.9,124.5,-1.6,2.3,-0.6,1.8,-1.4,88613.0,428.0,-1.0,-1.0,1.57,0.61,2.31,20,0,68.5,0.00594,0.19,0.14,-1
14.137,122.183,1041.43,-3832.811,6090.429,1802.037,-1.679668,1.468189,-6.785032,0,1568073600.0,4.9,9.1,168.9,-4.4,0.9,0.7,1.0,0.3,79981.0,480.0,0.2,-1.1,0.9,-0.12,0.76,10,0,70.9,0.005908,0.19,0.14,-1
47.484,-81.105,807.46,752.108,-4805.398,5273.429,2.227079,-5.380742,-4.532633,0,1568246400.0,4.5,14.3,155.5,-2.7,1.2,0.7,1.3,0.1,56015.0,408.0,-0.4,-2.6,1.77,-0.07,2.26,13,0,70.3,0.0058909999999999995,0.19,0.14,-1
-77.286,-38.86,978.2,1264.247,-1018.655,-7154.08,6.971004,0.856986,1.584194,0,1568419200.0,3.6,-7.8,175.2,-2.8,0.2,-0.4,0.0,-0.4,56775.0,461.0,0.4,-1.4,0.98,0.17,1.47,13,0,69.4,0.005936,0.19,0.14,-1
-4.847,-156.522,1246.16,-6968.25,-3026.675,-640.573,0.584268,-0.344393,-6.905491,0,1568592000.0,4.2,4.5,170.0,-2.0,0.3,0.2,0.5,0.2,71123.0,448.0,-0.1,0.4,2.41,-0.09,3.3,20,0,69.4,0.005926,0.18,0.13,-1
-71.609,-99.302,1086.36,-381.634,-2330.117,-7060.927,4.306026,5.403073,-1.591908,0,1568764800.0,3.1,-19.2,133.6,-0.9,1.0,-0.5,0.7,-0.7,53897.0,408.0,1.4,-0.6,1.66,0.3,4.52,20,0,66.9,0.005932,0.19,0.14,-1
-78.822,-18.207,855.39,1335.842,-439.378,-7074.538,5.816776,4.249124,1.338866,0,1568937600.0,2.9,-23.7,188.4,-2.4,-0.4,-1.0,-0.7,-0.8,26672.0,323.0,-0.3,-0.4,1.32,0.27,5.95,7,0,67.7,0.005935,0.19,0.14,-1
-31.802,35.643,432.07,4707.634,3375.699,-3569.501,2.46421,3.026861,6.73436,0,1569110400.0,4.3,50.2,205.3,-0.9,-0.4,1.3,0.2,1.2,19668.0,341.0,-0.3,-2.0,1.51,-0.41,2.47,7,0,68.8,0.005921,0.19,0.14,-1
17.755,-94.288,1243.63,-542.905,-7240.292,2311.854,0.452701,-2.313554,-6.527582,0,1569283200.0,7.0,40.0,97.0,-0.1,0.8,0.7,0.8,0.2,96599.0,360.0,-0.1,0.3,3.03,-0.27,2.67,23,0,67.5,0.006164,0.19,0.14,-1
72.656,-67.679,693.02,802.842,-1955.45,6727.403,1.246115,6.995629,2.394119,0,1569456000.0,2.9,-1.0,294.7,0.9,-2.0,-0.0,-1.8,0.7,43042.0,379.0,0.8,-1.1,1.17,-0.28,4.92,7,0,67.4,0.00588,0.19,0.14,-1
-22.396,-9.742,338.72,6123.502,-1051.305,-2544.06,2.970921,0.397837,7.295859,0,1569628800.0,4.7,8.8,123.2,-1.5,2.3,0.4,2.3,-0.5,196362.0,648.0,1.7,-0.7,2.27,0.33,1.86,37,0,67.5,0.005838,0.18,0.13,-1
