 Latitude (deg), Longitude (deg), Altitude (km), GEO_x (km), GEO_y (km), GEO_z (km), GEO_vx (km/s), GEO_vy (km/s), GEO_vz (km/s),seu,Date,"Scalar B, nT",Lat. Angle of B (GSE),Long. Angle of B (GSE),"BX, nT (GSE, GSM)","BY, nT (GSE)","BZ, nT (GSE)","BY, nT (GSM)","BZ, nT (GSM)","SW Plasma Temperature, K","SW Plasma Speed, km/s",SW Plasma flow long. angle,SW Plasma flow lat. angle,Flow pressure,E elecrtric field,Plasma betta,Kp index,R (Sunspot No.),f10.7_index,Lyman_alpha,Proton flux (>30 Mev),Proton flux (>60 Mev),Flux FLAG
2.04,-56.112,1257.54,4254.701,-6334.636,270.247,0.060857,0.88685,6.929189,1,1381190400.0,8.2,8.4,111.9,-2.3,5.7,0.9,5.6,-1.1,51960.0,328.0,-2.8,-1.4,2.93,0.36,1.57,20,96,111.7,0.007520000000000001,0.07,0.05,-1
-16.474,168.527,844.33,-6789.204,1377.917,-2036.53,-2.697895,-0.173593,6.874721,1,1399766400.0,6.7,-8.5,309.9,3.1,-3.7,-0.7,-3.3,-1.6,77338.0,394.0,0.3,-0.2,2.0,0.59,1.34,23,150,167.7,0.008398000000000001,0.07,0.05,-1
18.854,179.287,856.71,-6848.257,85.248,2324.881,-1.82986,-0.703757,-7.108841,0,1399766400.0,6.7,-8.5,309.9,3.1,-3.7,-0.7,-3.3,-1.6,77338.0,394.0,0.3,-0.2,2.0,0.59,1.34,23,150,167.7,0.008398000000000001,0.07,0.05,-1
-7.965,-42.848,1426.22,5666.93,-5256.495,-1075.552,1.12869,-0.334645,6.707328,1,1401840000.0,5.4,-22.9,274.6,0.1,-1.6,-0.7,-1.5,-0.6,50904.0,332.0,1.0,-1.0,2.05,0.2,2.68,13,64,108.5,0.007677,0.08,0.05,-1
6.284,-157.176,1432.37,-7155.956,-3011.543,850.265,-0.477488,-0.758944,-6.742525,1,1407801600.0,7.5,-3.7,304.3,3.3,-4.8,-0.4,-4.5,1.1,177653.0,452.0,3.0,2.4,1.76,-0.55,0.97,23,75,106.8,0.007292,0.07,0.05,-1
-3.417,-53.798,1331.68,4545.641,-6210.352,-457.001,0.355576,0.409626,-6.872163,1,1417564800.0,8.7,13.2,341.0,6.6,-2.3,1.6,-1.9,1.9,70775.0,444.0,-0.1,-0.4,3.17,-0.86,0.93,17,115,149.8,0.008283,0.07,0.05,-1
-23.188,-67.904,944.23,2533.009,-6239.334,-2867.646,-0.181539,2.454329,-6.831908,1,1448323200.0,3.8,1.8,337.8,3.3,-1.4,0.1,-1.4,0.4,29252.0,296.0,-0.1,-0.2,1.05,-0.12,2.78,0,59,110.3,0.007370999999999999,0.09,0.07,-1
-22.176,-15.836,1245.97,6794.93,-1927.32,-2862.742,-2.027793,1.274434,-6.534228,1,1449446400.0,8.4,3.2,142.3,-5.4,4.1,0.4,4.2,-0.3,246156.0,590.0,2.0,1.8,2.77,0.21,0.94,33,60,97.8,0.007109000000000001,0.07,0.05,-1
16.82,-22.707,1347.81,6823.763,-2855.438,2223.835,2.114559,-0.239782,-6.521198,1,1451520000.0,12.8,-33.2,99.9,-1.0,5.9,-3.9,6.4,-3.7,136104.0,445.0,-1.2,-1.0,5.27,1.73,1.08,43,22,93.0,0.007,0.07,0.05,-1
-1.071,-91.842,1320.12,-247.411,-7692.946,-143.084,0.538459,0.280346,-6.860468,1,1451865600.0,4.8,7.8,171.8,-3.7,0.5,0.5,0.6,0.6,67338.0,427.0,1.1,-1.6,1.81,-0.25,1.73,13,70,92.2,0.006961,0.08,0.06,-1
-11.133,-74.912,1074.97,1903.698,-7061.536,-1430.972,0.126351,1.887993,-6.868579,1,1463529600.0,5.8,5.7,160.6,-3.8,1.3,0.4,1.3,0.7,132559.0,479.0,0.7,0.8,2.13,-0.33,1.56,17,30,104.7,0.0069099999999999995,0.08,0.06,-1
-79.78,135.188,489.43,-867.052,861.391,-6736.892,-2.134659,-7.426821,-0.289554,0,1463529600.0,5.8,5.7,160.6,-3.8,1.3,0.4,1.3,0.7,132559.0,479.0,0.7,0.8,2.13,-0.33,1.56,17,30,104.7,0.0069099999999999995,0.08,0.06,-1
-0.623,-15.725,1147.71,7243.767,-2039.513,-81.425,-0.153305,0.630611,7.021125,1,1468972800.0,15.2,28.2,304.1,4.5,-6.6,4.3,-5.7,5.5,162000.0,517.0,2.2,-0.5,6.34,-2.85,0.55,30,57,111.5,0.006853,0.08,0.06,-1
64.249,-139.225,551.76,-2285.753,-1971.276,6218.77,-3.386935,-6.297794,-2.742374,1,1503532800.0,4.4,-28.7,168.5,-1.8,0.4,-1.0,-0.1,-1.0,45835.0,404.0,0.5,-2.4,1.96,0.45,2.55,20,54,80.5,0.006304,0.09,0.07,-1
-29.507,18.288,1084.09,6170.608,2039.264,-3656.901,-3.190446,-0.195282,-6.344512,1,1513382400.0,3.8,6.2,147.9,-2.5,1.5,0.3,1.5,0.3,32593.0,343.0,-0.3,-2.0,1.85,-0.1,4.3,7,0,69.0,0.006288,0.15,0.11,-1
-29.781,-56.912,1200.49,3593.413,-5514.864,-3745.63,-1.343442,3.51474,-5.884799,1,1537488000.0,3.8,-17.9,282.2,0.4,-1.9,-0.6,-1.9,0.1,30450.0,344.0,-2.0,-2.2,2.17,-0.03,4.38,13,0,67.4,0.005998,0.17,0.12,-1
-77.886,-61.56,681.01,707.546,-1306.386,-6880.134,7.171433,-1.625832,1.545526,0,1537488000.0,3.8,-17.9,282.2,0.4,-1.9,-0.6,-1.9,0.1,30450.0,344.0,-2.0,-2.2,2.17,-0.03,4.38,13,0,67.4,0.005998,0.17,0.12,-1
3.907,-102.787,355.57,-1486.947,-6551.533,455.885,0.815712,0.170235,7.827942,1,1537833600.0,4.7,25.9,161.5,-1.6,0.5,0.8,0.8,0.6,60269.0,422.0,0.8,-0.1,4.34,-0.28,9.32,23,0,68.0,0.005958,0.17,0.13,-1
-29.274,122.148,341.72,-3121.421,4966.742,-3267.486,-2.819226,2.605115,6.889948,0,1537833600.0,4.7,25.9,161.5,-1.6,0.5,0.8,0.8,0.6,60269.0,422.0,0.8,-0.1,4.34,-0.28,9.32,23,0,68.0,0.005958,0.17,0.13,-1
-18.003,-58.825,1034.72,3650.423,-6033.507,-2278.5,-0.339798,1.863333,-6.895693,1,1545696000.0,4.3,6.9,303.3,1.3,-2.0,0.3,-1.8,0.3,34842.0,344.0,-1.0,-1.7,1.6,-0.11,3.26,7,0,67.3,0.0059770000000000005,0.18,0.13,-1
-6.501,-56.035,1128.47,4167.031,-6186.005,-845.102,-0.155495,1.267315,-6.940881,1,1549152000.0,3.6,-3.6,319.3,1.9,-1.7,-0.2,-1.5,-0.6,108002.0,562.0,0.8,-1.1,1.34,0.38,1.83,23,0,69.1,0.005896,0.18,0.13,-1
-19.13,-73.64,874.98,1930.811,-6577.208,-2363.665,-0.102797,2.91506,-6.70708,1,1549756800.0,3.8,9.4,335.2,2.5,-1.2,0.5,-1.1,0.1,81780.0,422.0,1.2,-0.8,1.19,-0.03,2.23,13,0,68.1,0.005907,0.17,0.12,-1
-67.938,-52.649,351.8,1537.85,-2014.991,-6214.526,6.521859,-3.403305,2.805553,0,1549756800.0,3.8,9.4,335.2,2.5,-1.2,0.5,-1.1,0.1,81780.0,422.0,1.2,-0.8,1.19,-0.03,2.23,13,0,68.1,0.005907,0.17,0.12,-1
-20.977,-37.102,1215.82,5657.277,-4278.863,-2704.329,2.543424,-1.092028,6.393136,1,1574467200.0,6.8,-3.9,119.1,-2.8,4.9,-0.4,4.6,-1.5,89385.0,461.0,-1.1,-4.0,1.4,0.67,0.76,23,0,68.5,0.005945000000000001,0.19,0.14,-1
-28.96,-80.761,1259.08,1073.523,-6599.913,-3679.63,0.243837,3.264461,-6.099565,1,1578614400.0,4.4,6.9,320.7,1.9,-1.5,0.3,-1.7,0.1,119082.0,508.0,1.3,-3.0,1.72,-0.04,2.02,13,4,70.4,0.006045,0.18,0.13,-1
-9.513,-73.49,1264.5,2142.166,-7227.32,-1256.169,0.188524,1.339593,-6.785541,1,1580083200.0,3.3,8.6,330.4,1.9,-1.1,0.3,-1.1,0.1,28789.0,311.0,0.3,-1.1,1.17,-0.03,14.86,3,14,70.7,0.006005,0.19,0.14,-1
-12.511,-63.411,879.46,3171.677,-6336.827,-1563.129,1.082204,-0.675837,7.192344,1,1598572800.0,5.7,8.9,137.4,-2.9,2.6,0.6,2.7,-0.4,108359.0,423.0,-0.9,0.7,1.81,0.17,1.82,17,0,71.5,0.006359,999.99,9.99,-1
-78.784,-161.251,1261,-1410.841,-478.882,-7471.466,-2.225029,-6.598689,0.367434,0,1380758400.0,7.1,32.9,349.8,4.7,-0.9,3.1,0.5,3.1,23411.0,464.0,3.6,-2.8,0.53,-1.37,0.34,7,68,113.9,0.007268999999999999,0.1,0.05,-1
-50.008,-179.809,871.85,-4667.473,-15.599,-5531.316,5.122558,-1.443011,-5.094932,0,1380931200.0,2.1,35.2,293.0,0.6,-1.3,1.0,-0.8,1.5,16161.0,339.0,-2.1,-1.2,0.38,-0.51,2.94,0,57,105.9,0.0073219999999999995,0.08,0.05,-1
49.547,-174.956,335.93,-4347.426,-383.702,5085.844,-5.701366,-2.116974,-5.106535,0,1381104000.0,5.0,-12.7,121.8,-2.0,3.2,-0.9,2.6,-2.1,27836.0,306.0,-3.0,1.2,1.05,0.64,1.69,10,73,111.8,0.007487000000000001,0.08,0.05,-1
54.506,-151.344,735.67,-3631.731,-1984.662,5768.614,6.320366,1.48359,3.772502,0,1381276800.0,9.9,22.2,120.7,-3.4,5.7,2.7,6.1,0.4,113216.0,560.0,2.2,-2.7,3.99,-0.14,0.91,37,106,113.1,0.007684999999999999,0.07,0.05,-1
11.898,-76.984,458.16,1506.802,-6518.418,1400.869,1.196887,-1.765089,-7.510982,0,1381449600.0,3.4,-5.4,125.0,-1.6,2.3,-0.3,2.0,-1.1,41546.0,399.0,0.1,-1.4,0.58,0.45,1.08,13,122,128.5,0.007790000000000001,0.08,0.06,-1
-80.486,7.809,1402.91,1277.625,175.223,-7652.353,-3.077955,6.061465,-0.70588,0,1381622400.0,3.6,-4.7,310.5,2.0,-2.3,-0.2,-2.2,0.6,26302.0,355.0,-3.9,0.4,1.05,-0.23,2.7,3,132,128.6,0.007653,0.1,0.06,-1
4.492,-140.224,594.7,-5342.635,-4447.496,542.8,-0.409975,-1.255028,-7.546047,0,1381795200.0,5.6,25.6,127.3,-1.6,2.1,1.3,2.6,0.4,196679.0,516.0,3.0,-1.6,2.2,-0.19,1.95,27,128,124.5,0.0075959999999999995,0.09,0.05,-1
70.478,140.508,337.03,-1736.641,1431.146,6306.729,-7.424142,1.491014,-2.384811,0,1381968000.0,4.0,-27.0,167.3,-2.8,0.6,-1.5,-0.0,-1.6,62873.0,438.0,-0.9,0.6,0.99,0.69,1.26,23,146,135.1,0.007718000000000001,0.07,0.05,-1
-15.728,57.009,877.28,3803.503,5858.968,-1955.593,-1.342015,-0.792338,-7.198013,0,1382140800.0,3.1,21.7,144.3,-1.2,0.9,0.6,1.0,0.2,26434.0,337.0,0.1,-2.0,0.41,-0.07,1.21,3,130,131.6,0.0077269999999999995,0.07,0.05,-1
-17.725,77.112,952.84,1557.959,6808.899,-2219.47,-1.039852,-1.431394,-7.069544,0,1382313600.0,3.6,-0.6,280.9,0.3,-1.7,-0.0,-1.6,0.6,25274.0,298.0,-1.5,-0.0,0.92,-0.17,3.43,3,128,134.5,0.007955,0.07,0.05,-1
-76.659,179.691,1498.93,-1822.206,9.821,-7642.595,4.849477,-4.505491,-1.281726,0,1382486400.0,5.5,-3.7,308.2,2.6,-3.3,-0.3,-3.4,1.0,67149.0,341.0,4.4,-0.1,0.79,-0.29,0.98,10,124,151.1,0.008068,0.09,0.05,-1
-4.717,99.184,877.78,-1154.239,7138.772,-593.181,-0.627259,-0.099215,7.337105,0,1382659200.0,3.5,-13.1,276.4,0.3,-2.8,-0.7,-2.8,0.3,43296.0,317.0,1.2,-0.2,0.66,-0.11,2.77,3,138,159.6,0.00809,0.08,0.06,-1
-20.701,160.114,1169.24,-6641.459,2402.345,-2653.782,1.639434,-1.310575,-6.75209,0,1382832000.0,4.1,44.8,162.7,-1.7,0.5,1.8,1.1,1.5,22443.0,285.0,-0.5,-1.0,1.45,-0.43,4.79,3,148,164.8,0.007927,0.09,0.05,-1
-60.92,-128.563,1344.5,-2344.753,-2941.142,-6726.024,-1.937948,-5.576115,3.558778,0,1383004800.0,6.4,20.1,209.2,-2.0,-1.1,0.9,-0.8,1.3,39914.0,317.0,-2.3,-2.8,1.84,-0.43,2.08,13,150,150.6,0.007783,0.56,0.2,-1
-24.083,79.457,911.2,1218.23,6545.709,-2958.465,-0.323643,2.508665,6.878756,0,1383177600.0,7.8,18.6,301.5,2.3,-3.8,1.5,-2.8,2.5,145771.0,365.0,-0.2,2.6,1.7,-0.91,1.32,17,130,140.5,0.007581,0.15,0.06,-1
-78.678,-148.452,1473.45,-1317.068,-808.622,-7677.011,6.302345,-2.37913,-0.633256,0,1383350400.0,3.3,-42.6,265.4,-0.1,-1.7,-1.5,-2.0,-0.9,26660.0,331.0,-1.4,-2.9,1.43,0.3,4.95,7,101,139.4,0.0077480000000000005,0.48,0.22,-1
-78.773,101.402,1374.84,-299.224,1483.662,-7582.832,-6.127879,2.857994,1.164522,0,1383523200.0,5.7,-26.6,161.0,-3.4,1.2,-1.8,0.5,-2.2,94646.0,364.0,2.1,-0.8,0.42,0.81,0.45,13,128,144.9,0.00804,0.11,0.05,-1
-72.495,100.691,1456.87,-438.28,2321.583,-7449.919,-2.275068,-6.196358,-1.559102,0,1383696000.0,4.6,11.3,147.2,-2.7,1.8,0.6,2.0,0.2,33815.0,336.0,0.1,-3.0,1.15,-0.06,1.64,10,145,150.8,0.008051,0.09,0.05,-1
6.993,-96.289,441.99,-741.534,-6728.966,825.223,0.888469,1.233249,7.675479,0,1383868800.0,4.3,19.8,256.1,-0.6,-2.4,0.9,-2.0,1.6,53701.0,391.0,-0.1,-2.1,1.76,-0.63,2.38,10,142,143.3,0.007798,0.11,0.05,-1
-75.486,176.348,1202.17,-1900.924,121.34,-7316.392,-5.515899,-3.929916,1.884817,0,1384041600.0,5.5,-8.4,164.8,-3.9,1.1,-0.6,0.9,-0.8,134593.0,556.0,1.3,-2.6,1.2,0.41,0.76,27,101,151.1,0.007745999999999999,0.1,0.05,-1
-55.329,44.958,1468.2,3164.293,3159.646,-6429.827,-5.000319,-2.797858,-3.613188,0,1384214400.0,4.9,37.5,174.6,-2.8,0.3,2.2,0.9,1.8,67553.0,419.0,0.3,-0.8,0.65,-0.77,0.74,3,135,164.0,0.007776000000000001,0.08,0.05,-1
-75.85,-17.652,1084.47,1743.133,-554.685,-7214.21,6.355807,2.657722,1.902772,0,1384387200.0,3.3,-26.5,346.9,1.3,-0.3,-0.7,-0.5,-0.7,62942.0,361.0,-1.4,1.0,0.73,0.25,2.15,3,173,172.0,0.008348999999999999,0.07,0.05,-1
62.68,35.351,883.85,2724.743,1932.894,6428.974,3.950954,5.58825,-2.685661,0,1384560000.0,7.5,1.7,312.4,3.2,-3.5,0.1,-3.2,1.2,147688.0,443.0,1.2,-1.3,3.27,-0.61,1.94,27,183,170.6,0.008665,0.07,0.05,-1
15.265,-111.341,1355.08,-2715.548,-6950.146,2025.138,-0.234673,-2.200083,-6.523658,0,1384732800.0,3.0,6.4,336.0,2.0,-0.9,0.2,-0.8,0.5,44576.0,395.0,-1.0,-0.2,0.67,-0.21,1.78,3,145,159.5,0.00878,0.07,0.05,-1
31.668,132.332,350.52,-3859.952,4237.288,3513.14,1.896963,-3.638445,6.778524,0,1384905600.0,3.8,-28.1,307.1,1.3,-1.7,-1.1,-2.0,-0.7,62702.0,385.0,0.7,0.1,0.96,0.27,1.89,10,84,143.5,0.008347,0.12,0.06,-1
-44.298,39.563,549.04,3827.926,3162.624,-4815.266,2.954788,4.166559,5.769546,0,1385078400.0,4.0,43.5,329.2,1.4,-0.8,1.6,-0.3,1.7,23860.0,314.0,-1.1,1.1,0.6,-0.54,1.25,3,67,139.2,0.008020000000000001,0.07,0.05,-1
46.886,-2.96,1231.61,5201.794,-269.001,5532.139,5.386864,0.95582,-4.372602,0,1385251200.0,4.0,-13.8,316.2,1.6,-1.5,-0.5,-1.5,-0.1,84810.0,313.0,0.0,1.0,0.56,0.04,1.7,0,72,123.9,0.007611,0.07,0.05,-1
-6.31,112.043,330.95,-2502.772,6181.241,-732.709,-1.020238,0.458865,7.866467,0,1385424000.0,2.8,34.6,322.4,1.0,-0.8,0.9,-0.6,1.1,25664.0,295.0,-0.5,1.3,0.71,-0.32,3.53,3,37,112.4,0.007345999999999999,0.07,0.05,-1
-18.774,27.754,341.42,5632.015,2963.596,-2149.525,1.735213,1.880499,7.509697,0,1385596800.0,5.6,-2.5,167.1,-4.4,1.0,-0.2,1.0,-0.3,16477.0,283.0,-3.1,-1.0,0.77,0.07,1.07,3,106,129.3,0.0075239999999999994,0.07,0.05,-1
-65.196,-154.162,979,-2784.547,-1348.386,-6655.6,6.844099,0.548217,-2.338377,0,1385769600.0,8.1,6.4,115.5,-2.7,5.6,0.7,5.7,-0.2,144892.0,389.0,1.3,1.1,2.13,0.1,1.42,20,95,127.6,0.0076370000000000006,0.07,0.05,-1
-1.991,96.727,348.68,-787.479,6676.503,-232.167,-0.804404,0.337668,7.877404,0,1385942400.0,9.0,17.0,167.2,-7.4,1.7,2.3,2.0,1.9,34760.0,417.0,2.2,0.4,0.36,-0.83,0.09,0,139,130.0,0.007944,0.06,0.05,-1
-34.432,87.688,346.99,223.993,5547.998,-3782.265,-0.932585,4.365888,6.549829,0,1386115200.0,5.9,-1.4,184.4,-2.3,-0.2,-0.1,-0.0,-0.1,129948.0,368.0,1.3,-1.0,1.02,0.05,1.17,10,117,134.0,0.007892,0.07,0.05,-1
-59.137,-70.401,881.09,1251.818,-3515.741,-6208.124,-0.265684,6.646222,-3.13605,0,1386288000.0,3.2,-6.5,215.7,-1.8,-1.3,-0.3,-1.2,-0.0,21915.0,338.0,0.2,-0.2,1.69,0.01,6.21,7,98,146.1,0.008055,0.07,0.05,-1
10.596,4.857,483.55,6721.162,571.125,1254.063,-1.065344,0.665693,7.675027,0,1386460800.0,8.3,-28.4,143.8,-2.8,2.0,-1.9,2.0,-2.0,288008.0,557.0,1.9,-1.5,3.86,1.02,1.54,33,95,160.6,0.008109,0.06,0.04,-1
-25.596,-114.987,1097.43,-2849.417,-6114.189,-3212.836,2.171839,2.875985,-6.161751,0,1386633600.0,3.3,-14.9,99.9,-0.3,1.9,-0.5,1.8,-0.7,61919.0,403.0,0.4,0.4,1.15,0.28,2.72,10,187,169.9,0.008604,0.07,0.05,-1
-73.164,122.469,418.1,-1059.805,1665.569,-6482.729,-6.851216,3.109853,2.224068,0,1386806400.0,2.4,-63.0,101.4,-0.1,0.7,-1.3,0.5,-1.4,25096.0,309.0,-1.0,0.5,0.65,0.42,4.34,0,151,159.8,0.008915000000000001,0.08,0.05,-1
67.264,-123.436,1183.37,-1614.146,-2444.673,6951.264,5.415334,3.385765,2.978063,0,1386979200.0,10.4,6.8,292.0,1.5,-3.7,0.5,-3.5,0.7,220597.0,427.0,2.1,-0.4,3.68,-0.36,1.54,27,135,159.0,0.008817,0.09,0.05,-1
75.545,-10.031,1305.88,1893.66,-334.965,7418.785,-4.380567,5.068054,1.756616,0,1387152000.0,3.8,-50.3,24.0,0.8,0.4,-1.0,0.3,-0.9,56981.0,444.0,1.7,-1.5,0.75,0.39,1.24,13,114,149.4,0.00861,0.06,0.05,-1
50.759,86.104,1461.36,337.507,4955.775,6048.442,-0.982508,5.137905,-4.311011,0,1387324800.0,3.9,-7.7,313.1,1.6,-1.7,-0.3,-1.7,-0.3,33813.0,358.0,-1.1,0.9,0.73,0.11,1.27,7,140,151.1,0.008376999999999999,0.07,0.05,-1
-12.789,76.425,551.38,1586.349,6569.821,-1524.716,-0.225354,2.263632,7.359511,0,1387497600.0,4.5,-24.5,328.0,2.5,-1.6,-1.3,-1.5,-1.2,45405.0,352.0,0.2,-1.0,0.79,0.41,1.13,13,143,144.4,0.008012,0.07,0.05,-1
70.304,168.665,1384.31,-2571.392,515.44,7285.889,4.976633,-4.069529,2.362987,0,1387670400.0,3.4,27.9,63.6,1.1,2.1,1.3,2.2,1.3,25416.0,325.0,0.2,-0.6,1.08,-0.42,3.1,0,114,133.4,0.00732,0.07,0.05,-1
71.614,-21.749,1474.51,2306.225,-920.05,7429.475,6.410691,0.889956,-1.958906,0,1387843200.0,3.3,-8.6,147.6,-1.4,0.9,-0.3,1.0,-0.2,37801.0,289.0,-0.6,-0.4,0.99,0.06,3.77,3,109,124.1,0.007551,0.07,0.05,-1
-16.995,87.367,652.78,308.998,6718.51,-2043.137,-0.633836,2.734539,7.056735,0,1388016000.0,3.8,12.9,109.2,-0.5,1.6,0.4,1.3,0.4,21098.0,274.0,-0.1,-1.1,1.67,-0.1,5.72,3,103,120.6,0.007619,0.12,0.06,-1
-44.247,0.669,498.87,4933.421,57.565,-4775.851,5.592367,1.408151,5.189365,0,1388188800.0,4.5,32.1,126.8,-1.0,1.4,1.1,1.3,1.3,31036.0,304.0,1.0,1.0,2.1,-0.4,12.04,3,100,130.1,0.0077,0.49,0.14,-1
80.608,-27.657,1469.05,1137.25,-595.973,7720.337,4.761138,4.787391,-0.44142,0,1388361600.0,5.5,-17.7,132.7,-3.1,3.4,-1.5,3.3,-1.2,43216.0,333.0,-5.8,1.2,0.49,0.4,0.65,3,100,138.2,0.007868,0.11,0.05,-1
36.828,-128.65,1324.65,-3854.608,-4820.022,4596.144,3.083824,2.396827,5.703004,0,1388534400.0,9.2,-13.4,113.0,-2.5,6.0,-1.5,5.9,-1.1,138995.0,440.0,-1.5,-4.4,2.89,0.38,1.19,23,124,154.3,0.007898,0.07,0.05,-1
71.557,167.293,1477.98,-2430.467,548.036,7430.299,4.820326,-4.357717,1.857469,0,1388707200.0,4.3,-12.0,134.3,-2.0,2.0,-0.6,2.0,-0.5,117159.0,537.0,-0.9,0.0,1.53,0.26,1.63,20,153,176.3,0.008194,0.07,0.05,-1
2.263,-38.364,1113.94,5869.882,-4646.361,294.095,0.543117,0.30516,7.09486,0,1388880000.0,3.7,8.4,125.6,-1.8,2.5,0.5,2.5,0.7,90210.0,442.0,2.3,0.5,1.11,-0.31,1.92,7,134,210.3,0.008440999999999999,0.09,0.05,-1
-56.374,3.363,347.86,3726.43,218.948,-5577.28,-6.492331,1.600102,-4.250405,0,1389052800.0,4.2,-48.2,156.8,-1.9,0.8,-2.3,1.1,-2.0,54545.0,365.0,-1.9,2.5,1.63,0.76,2.97,13,140,229.3,0.008593,8.87,2.27,-1
45.05,34.432,956.87,4280.451,2934.354,5168.486,3.128208,3.6485,-5.462919,0,1389225600.0,7.2,3.8,132.1,-3.2,3.6,0.3,3.5,0.6,128586.0,393.0,1.7,0.2,1.31,-0.25,1.06,20,120,178.1,0.008665,18.24,0.85,-1
77.398,37.231,1382.33,1351.639,1027.098,7551.65,-6.741804,0.936357,0.766982,0,1389398400.0,5.4,67.8,209.7,-0.6,-0.4,1.8,-0.6,1.6,92455.0,397.0,0.8,-5.0,0.97,-0.64,1.25,7,142,160.7,0.008573,0.44,0.07,-1
62.924,-96.485,1432.18,-402.39,-3540.01,6931.326,2.746398,5.575187,2.767098,0,1389571200.0,7.9,16.8,353.2,6.7,-0.8,2.0,-1.0,1.7,748451.0,744.0,5.8,-0.3,1.35,-1.34,0.7,13,117,138.7,0.008214,0.12,0.05,-1
79.331,-102.018,1168.24,-291.685,-1370.198,7394.194,4.99826,-4.837304,-1.205275,0,1389744000.0,2.6,-0.3,331.5,1.6,-0.9,-0.0,-0.9,-0.2,48750.0,508.0,0.8,-0.6,0.49,0.12,1.06,7,93,122.1,0.007845999999999999,0.07,0.05,-1
-76.156,104.219,683.32,-416.215,1642.576,-6834.376,-6.097621,4.380099,0.863691,0,1389916800.0,3.4,1.3,262.2,-0.3,-2.6,0.1,-2.5,-0.4,31659.0,362.0,-1.5,-1.0,0.96,0.15,2.14,7,74,124.7,0.007716,0.07,0.05,-1
-7.367,-97.736,1356.34,-1032.534,-7601.172,-986.334,0.370971,-1.252441,6.759326,0,1390089600.0,2.5,13.8,142.3,-1.3,1.0,0.4,0.9,0.5,21900.0,299.0,-2.2,-2.1,1.32,-0.16,8.86,0,110,123.4,0.00775,0.07,0.05,-1
37.83,-123.796,1438.99,-3437.876,-5136.226,4773.103,3.125697,3.036305,5.221478,0,1390262400.0,7.9,-6.3,128.9,-2.5,3.1,-0.4,2.9,0.2,78448.0,354.0,-0.8,0.1,3.13,-0.12,2.18,20,129,141.4,0.008053,0.07,0.05,-1
66.055,-134.883,807.89,-2063.195,-2071.668,6544.793,-2.402022,-6.181911,-3.342077,0,1390435200.0,4.9,-10.6,136.4,-2.4,2.3,-0.6,2.4,0.1,166431.0,425.0,2.5,-4.5,0.91,-0.04,1.37,17,146,132.1,0.008292,0.07,0.05,-1
72.229,16.05,1120.64,2205.245,634.443,7118.692,-6.761189,1.689813,1.392522,0,1390608000.0,4.8,-47.3,151.0,-1.6,0.9,-2.0,1.5,-1.7,56830.0,356.0,0.9,1.6,0.93,0.64,1.29,17,100,129.1,0.008279,0.07,0.05,-1
-8.179,140.538,1453.76,-5985.403,4927.325,-1108.263,-1.154735,0.279205,6.685896,0,1390780800.0,4.5,-3.9,121.2,-1.7,2.8,-0.2,2.7,0.5,55374.0,333.0,-1.8,-0.2,0.9,-0.17,1.63,7,76,139.6,0.007901,0.07,0.05,-1
-39.617,104.043,461.09,-1280.008,5117.447,-4339.367,-0.058172,-4.747695,-6.185808,0,1390953600.0,7.0,-8.8,130.2,-3.7,4.4,-0.9,4.5,0.2,259194.0,455.0,6.1,-1.9,0.95,-0.11,0.76,17,94,151.8,0.008123,0.07,0.05,-1
63.323,18.22,1052.84,3176.239,1045.542,6616.996,-6.698195,0.182833,2.566768,0,1391126400.0,5.3,-5.1,117.6,-2.3,4.4,-0.4,4.3,0.7,22800.0,342.0,-4.0,1.2,0.57,-0.25,0.69,3,93,160.9,0.008186,0.07,0.05,-1
19.268,36.777,330.88,5074.463,3793.022,2200.608,1.512257,2.208745,-7.477393,0,1391299200.0,5.5,13.5,316.7,2.7,-2.5,0.9,-2.6,0.2,102633.0,378.0,0.9,-0.9,1.73,-0.09,1.93,7,118,184.4,0.008406,0.07,0.05,-1
-41.529,-11.84,595.95,5116.801,-1072.657,-4601.654,-4.248812,2.14246,-5.992062,0,1391472000.0,6.8,41.0,138.8,-1.7,1.5,2.0,0.8,2.1,64052.0,340.0,-2.0,-2.1,1.71,-0.72,1.42,10,144,182.9,0.008657999999999999,0.07,0.05,-1
56.958,-179.462,937.03,-3996.634,-37.531,6108.849,6.227048,-1.751234,3.368732,0,1391644800.0,7.0,-25.5,138.8,-4.3,3.8,-2.7,4.3,-1.4,31154.0,386.0,1.4,2.0,0.73,0.56,0.35,20,171,186.1,0.008808,0.06,0.05,-1
-9.66,-90.476,1428.14,-63.951,-7695.913,-1302.84,0.522574,-0.944261,6.727985,0,1391817600.0,8.9,-33.3,241.3,-0.5,-1.0,-0.7,-0.6,-0.8,44226.0,434.0,1.9,-2.1,6.31,0.3,1.3,33,147,167.2,0.008556,0.07,0.05,-1
-43.074,-124.646,1468.12,-3262.468,-4721.148,-5336.198,-1.765867,-4.394141,4.838733,0,1391990400.0,5.6,10.4,283.2,0.9,-4.0,0.8,-4.0,-0.5,110178.0,479.0,1.0,-0.4,1.69,0.24,1.17,23,137,156.8,0.008084000000000001,0.07,0.05,-1
